expname blocknr subjectnr cond item pagenr code code2 ffdur ffqual ffbck ffin ffout rpdur rpqual rpcnt rpsacc rpout tgdur tgqual tgcnt tgsacc tgout gdur gqual gcnt gsacc gbck gout totfixdur totfixcnt NumFixQualNot0 totfixQual0dur totfixQual0cnt
eye 11 41 GEEN_MIS_MATCH 006 23 4 0 220 0 0 22 18 766 0 4 54 40 766 0 4 54 18 766 0 4 54 2 40 1342 7 0 1342 7
eye 11 41 GEEN_MIS_MATCH 006 23 5 0 188 0 0 40 12 630 0 3 34 22 630 0 3 34 22 630 0 3 34 2 22 942 5 0 942 5
eye 11 41 GEEN_MIS_MATCH 006 23 6 0 222 0 2 22 18 222 0 1 0 18 222 0 1 0 18 222 0 1 0 2 18 554 3 0 554 3
eye 11 41 GEEN_MIS_MATCH 006 23 8 0 268 0 0 18 14 1666 0 6 80 20 1448 0 5 48 20 492 0 2 14 1 14 1884 8 0 1884 8
eye 11 41 GEEN_MIS_MATCH 006 23 9 0 200 0 1 20 32 3212 0 16 348 32 200 0 1 0 32 200 0 1 0 1 32 200 1 0 200 1
eye 11 41 EEN_MATCH_MATCH 013 24 1 0 278 0 0 0 10 466 0 2 10 22 466 0 2 10 22 466 0 2 10 2 22 630 3 0 630 3
eye 11 41 EEN_MATCH_MATCH 013 24 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 41 EEN_MATCH_MATCH 013 24 3 0 146 0 0 22 18 412 0 2 18 20 412 0 2 18 18 412 0 2 18 2 20 394 2 0 394 2
eye 11 41 EEN_MATCH_MATCH 013 24 4 0 156 0 0 20 18 982 0 4 58 42 982 0 4 58 42 982 0 4 58 2 42 924 4 0 924 4
eye 11 41 EEN_MATCH_MATCH 013 24 5 0 214 0 0 42 22 464 0 2 22 20 464 0 2 22 20 464 0 2 22 2 20 442 2 0 442 2
eye 11 41 EEN_MATCH_MATCH 013 24 6 0 192 0 0 20 12 306 0 2 12 24 306 0 2 12 12 306 0 2 12 2 24 294 2 0 294 2
eye 11 41 EEN_MATCH_MATCH 013 24 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 928 4 0 928 4
eye 11 41 EEN_MATCH_MATCH 013 24 9 0 226 0 1 24 18 1876 0 8 158 44 634 0 3 18 44 226 0 1 0 1 18 616 3 0 616 3
eye 11 41 EEN_MIS_MATCH 026 25 1 0 432 0 2 0 20 432 0 1 0 20 432 0 1 0 20 432 0 1 0 2 20 822 3 0 822 3
eye 11 41 EEN_MIS_MATCH 026 25 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 41 EEN_MIS_MATCH 026 25 3 0 164 0 1 20 16 968 0 5 72 22 774 0 4 36 16 164 0 1 0 1 16 1678 8 0 1678 8
eye 11 41 EEN_MIS_MATCH 026 25 4 0 248 0 1 22 20 1296 0 4 58 38 972 0 3 18 20 248 0 1 0 1 20 1274 5 0 1274 5
eye 11 41 EEN_MIS_MATCH 026 25 5 0 594 0 0 38 50 1346 0 3 66 20 1346 0 3 66 16 1346 0 3 66 2 20 1280 3 0 1280 3
eye 11 41 EEN_MIS_MATCH 026 25 6 0 236 0 2 20 20 236 0 1 0 20 236 0 1 0 20 236 0 1 0 2 20 236 1 0 236 1
eye 11 41 EEN_MIS_MATCH 026 25 8 0 418 0 2 20 30 418 0 1 0 30 418 0 1 0 30 418 0 1 0 2 30 418 1 0 418 1
eye 11 41 EEN_MIS_MATCH 026 25 9 0 228 0 0 30 16 2110 0 10 192 0 748 0 4 38 38 548 0 3 38 1 38 710 4 0 710 4
eye 11 41 GEEN_MATCH_MATCH 009 26 1 0 194 0 0 0 12 338 0 2 12 22 338 0 2 12 22 338 0 2 12 2 22 576 3 0 576 3
eye 11 41 GEEN_MATCH_MATCH 009 26 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 1 0 200 1
eye 11 41 GEEN_MATCH_MATCH 009 26 3 0 210 0 0 22 18 1552 0 8 124 22 1318 0 7 90 16 1132 0 6 90 1 18 1642 9 0 1642 9
eye 11 41 GEEN_MATCH_MATCH 009 26 4 0 228 0 0 22 22 968 0 4 52 52 968 0 4 52 16 968 0 4 52 2 52 1502 7 0 1502 7
eye 11 41 GEEN_MATCH_MATCH 009 26 5 0 128 0 0 52 16 590 0 3 36 20 590 0 3 36 16 590 0 3 36 2 20 892 5 0 892 5
eye 11 41 GEEN_MATCH_MATCH 009 26 6 0 250 0 2 20 18 250 0 1 0 18 250 0 1 0 18 250 0 1 0 2 18 406 2 0 406 2
eye 11 41 GEEN_MATCH_MATCH 009 26 8 0 250 0 0 18 22 3660 0 16 356 0 1652 0 7 92 20 1414 0 6 92 1 34 1560 7 0 1560 7
eye 11 41 GEEN_MATCH_MATCH 009 26 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 41 EEN_MATCH_MIS 003 27 1 0 294 0 2 0 20 294 0 1 0 20 294 0 1 0 20 294 0 1 0 2 20 294 1 0 294 1
eye 11 41 EEN_MATCH_MIS 003 27 2 0 138 0 2 20 20 138 0 1 0 20 138 0 1 0 20 138 0 1 0 2 20 138 1 0 138 1
eye 11 41 EEN_MATCH_MIS 003 27 3 0 210 0 0 20 16 1014 0 5 72 20 1014 0 5 72 16 1014 0 5 72 2 20 1374 7 0 1374 7
eye 11 41 EEN_MATCH_MIS 003 27 4 0 164 0 0 20 18 1044 0 3 34 42 1044 0 3 34 18 1044 0 3 34 2 42 2372 9 0 2372 9
eye 11 41 EEN_MATCH_MIS 003 27 5 0 128 0 1 42 20 708 0 4 60 24 506 0 3 20 24 128 0 1 0 1 20 486 3 0 486 3
eye 11 41 EEN_MATCH_MIS 003 27 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 218 1 0 218 1
eye 11 41 EEN_MATCH_MIS 003 27 8 0 196 0 1 24 14 428 0 2 14 14 196 0 1 0 14 196 0 1 0 1 14 468 2 0 468 2
eye 11 41 EEN_MATCH_MIS 003 27 9 0 184 0 1 24 20 2256 0 9 168 20 184 0 1 0 20 184 0 1 0 1 20 184 1 0 184 1
eye 11 41 EEN_MATCH_MIS 027 28 1 0 128 0 0 0 16 350 0 2 16 20 350 0 2 16 20 350 0 2 16 2 20 334 2 0 334 2
eye 11 41 EEN_MATCH_MIS 027 28 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 41 EEN_MATCH_MIS 027 28 3 0 172 0 0 20 20 404 0 2 20 22 404 0 2 20 22 404 0 2 20 2 22 384 2 0 384 2
eye 11 41 EEN_MATCH_MIS 027 28 5 0 174 0 0 22 38 420 0 2 38 20 420 0 2 38 20 420 0 2 38 2 20 436 3 0 436 3
eye 11 41 EEN_MATCH_MIS 027 28 6 0 194 0 2 20 20 194 0 1 0 20 194 0 1 0 20 194 0 1 0 2 20 194 1 0 194 1
eye 11 41 EEN_MATCH_MIS 027 28 8 0 200 0 0 20 16 530 0 2 16 22 530 0 2 16 16 530 0 2 16 2 22 514 2 0 514 2
eye 11 41 EEN_MATCH_MIS 027 28 9 0 240 0 1 22 34 328 0 2 34 34 240 0 1 0 34 240 0 1 0 1 34 240 1 0 240 1
eye 11 41 GEEN_MATCH_MATCH 017 29 1 0 266 0 0 0 12 364 0 2 12 20 364 0 2 12 20 364 0 2 12 2 20 560 3 0 560 3
eye 11 41 GEEN_MATCH_MATCH 017 29 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 1 0 400 1
eye 11 41 GEEN_MATCH_MATCH 017 29 3 0 198 0 0 20 18 472 0 2 18 18 472 0 2 18 18 472 0 2 18 2 18 1624 8 0 1624 8
eye 11 41 GEEN_MATCH_MATCH 017 29 4 0 132 0 1 18 20 2888 0 13 226 48 1974 0 9 98 18 132 0 1 0 1 20 2684 14 0 2684 14
eye 11 41 GEEN_MATCH_MATCH 017 29 5 0 140 0 1 48 20 2266 0 11 212 22 656 0 4 58 20 140 0 1 0 1 20 598 4 0 598 4
eye 11 41 GEEN_MATCH_MATCH 017 29 6 0 202 0 2 22 16 202 0 1 0 16 202 0 1 0 16 202 0 1 0 2 16 202 1 0 202 1
eye 11 41 GEEN_MATCH_MATCH 017 29 8 0 196 0 2 16 22 196 0 1 0 22 196 0 1 0 22 196 0 1 0 2 22 196 1 0 196 1
eye 11 41 GEEN_MATCH_MATCH 017 29 9 0 218 0 0 22 26 1082 0 5 92 24 688 0 3 42 16 688 0 3 42 1 24 646 3 0 646 3
eye 11 41 EEN_MIS_MATCH 002 30 1 0 64 0 0 0 14 290 0 2 14 20 290 0 2 14 20 290 0 2 14 2 20 276 2 0 276 2
eye 11 41 EEN_MIS_MATCH 002 30 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160 1 0 160 1
eye 11 41 EEN_MIS_MATCH 002 30 3 0 154 0 0 20 20 816 0 4 58 36 816 0 4 58 20 816 0 4 58 2 36 976 5 0 976 5
eye 11 41 EEN_MIS_MATCH 002 30 5 0 146 0 0 36 32 362 0 2 32 20 362 0 2 32 20 362 0 2 32 2 20 480 3 0 480 3
eye 11 41 EEN_MIS_MATCH 002 30 6 0 222 0 2 20 22 222 0 1 0 22 222 0 1 0 22 222 0 1 0 2 22 548 3 0 548 3
eye 11 41 EEN_MIS_MATCH 002 30 8 0 174 0 1 22 16 782 0 4 54 18 402 0 2 0 16 174 0 1 0 1 16 806 3 0 806 3
eye 11 41 EEN_MIS_MATCH 002 30 9 0 304 0 1 18 14 1710 0 7 106 24 686 0 3 14 24 304 0 1 0 1 14 672 3 0 672 3
eye 11 41 GEEN_MATCH_MATCH 001 31 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 41 GEEN_MATCH_MATCH 001 31 2 0 180 0 2 20 20 180 0 1 0 20 180 0 1 0 20 180 0 1 0 2 20 658 3 0 658 3
eye 11 41 GEEN_MATCH_MATCH 001 31 3 0 156 0 0 20 18 536 0 3 30 12 340 0 2 18 18 340 0 2 18 1 12 564 3 0 564 3
eye 11 41 GEEN_MATCH_MATCH 001 31 5 0 432 0 0 28 34 780 0 2 34 20 780 0 2 34 20 780 0 2 34 2 20 1878 7 0 1878 7
eye 11 41 GEEN_MATCH_MATCH 001 31 6 0 214 0 2 20 20 214 0 1 0 20 214 0 1 0 20 214 0 1 0 2 20 440 2 0 440 2
eye 11 41 GEEN_MATCH_MATCH 001 31 8 0 92 0 1 20 28 1814 0 8 170 20 286 0 2 0 28 92 0 1 0 1 28 1582 7 0 1582 7
eye 11 41 GEEN_MATCH_MATCH 001 31 9 0 106 0 1 20 22 2078 0 8 140 22 106 0 1 0 22 106 0 1 0 1 22 106 1 0 106 1
eye 11 41 GEEN_MIS_MATCH 030 32 1 0 278 0 0 0 18 442 0 2 18 22 442 0 2 18 22 442 0 2 18 2 22 674 4 0 674 4
eye 11 41 GEEN_MIS_MATCH 030 32 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 41 GEEN_MIS_MATCH 030 32 3 0 228 0 1 22 24 1196 0 6 108 24 874 0 4 36 16 228 0 1 0 1 24 1940 8 0 1940 8
eye 11 41 GEEN_MIS_MATCH 030 32 4 0 178 0 1 24 26 600 0 3 44 26 178 0 1 0 26 178 0 1 0 1 26 324 2 0 324 2
eye 11 41 GEEN_MIS_MATCH 030 32 5 0 588 0 2 28 20 588 0 1 0 20 588 0 1 0 20 588 0 1 0 2 20 588 1 0 588 1
eye 11 41 GEEN_MIS_MATCH 030 32 6 0 238 0 2 20 20 238 0 1 0 20 238 0 1 0 20 238 0 1 0 2 20 522 2 0 522 2
eye 11 41 GEEN_MIS_MATCH 030 32 8 0 270 0 0 20 22 1566 0 6 94 20 1246 0 5 58 20 786 0 3 42 1 16 1188 5 0 1188 5
eye 11 41 GEEN_MIS_MATCH 030 32 9 0 240 0 1 20 14 1174 0 4 64 14 240 0 1 0 14 240 0 1 0 1 14 240 1 0 240 1
eye 11 49 GEEN_MATCH_MATCH 025 1 1 0 342 0 2 0 22 342 2 1 0 22 342 2 1 0 22 342 2 1 0 2 22 1156 6 1 1032 5
eye 11 49 GEEN_MATCH_MATCH 025 1 2 0 128 2 2 22 126 128 6 1 0 126 128 6 1 0 126 128 6 1 0 2 126 474 3 1 346 2
eye 11 49 GEEN_MATCH_MATCH 025 1 3 0 264 1 2 126 24 264 3 1 0 24 264 3 1 0 24 264 3 1 0 2 24 616 3 1 352 2
eye 11 49 GEEN_MATCH_MATCH 025 1 4 0 186 0 0 24 14 918 6 5 92 42 600 0 3 30 42 600 0 3 30 1 42 1048 5 0 1048 5
eye 11 49 GEEN_MATCH_MATCH 025 1 5 0 268 1 0 130 16 752 1 3 38 24 752 1 3 38 24 752 1 3 38 2 24 1590 7 1 1322 6
eye 11 49 GEEN_MATCH_MATCH 025 1 6 0 202 0 0 24 22 540 0 2 22 18 540 0 2 22 18 540 0 2 22 2 18 1116 4 0 1116 4
eye 11 49 GEEN_MATCH_MATCH 025 1 8 0 162 0 0 18 22 4178 0 18 448 42 566 0 3 44 22 566 0 3 44 1 42 522 3 0 522 3
eye 11 49 GEEN_MATCH_MATCH 025 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 EEN_MATCH_MIS 027 2 1 0 398 0 2 0 22 398 0 1 0 22 398 0 1 0 22 398 0 1 0 2 22 880 3 0 880 3
eye 11 49 EEN_MATCH_MIS 027 2 2 0 194 0 1 22 18 458 0 2 18 18 194 0 1 0 18 194 0 1 0 1 18 326 2 0 326 2
eye 11 49 EEN_MATCH_MIS 027 2 3 0 356 0 1 34 16 826 2 3 52 44 642 2 2 0 44 356 2 1 0 1 16 784 3 1 642 2
eye 11 49 EEN_MATCH_MIS 027 2 5 0 464 0 2 44 24 464 0 1 0 24 464 0 1 0 24 464 0 1 0 2 24 650 2 0 650 2
eye 11 49 EEN_MATCH_MIS 027 2 6 0 166 0 0 24 16 566 0 3 38 22 358 0 2 16 22 358 0 2 16 1 22 508 3 0 508 3
eye 11 49 EEN_MATCH_MIS 027 2 8 0 146 0 0 34 24 1486 2 7 236 128 766 2 4 60 18 766 6 4 60 1 128 706 4 1 584 3
eye 11 49 EEN_MATCH_MIS 027 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 EEN_MATCH_MATCH 013 3 1 0 294 0 0 0 20 452 0 2 20 96 452 0 2 20 96 452 0 2 20 2 96 602 3 0 602 3
eye 11 49 EEN_MATCH_MATCH 013 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 EEN_MATCH_MATCH 013 3 3 0 194 0 0 96 16 402 0 2 16 28 402 0 2 16 28 402 0 2 16 2 28 696 4 0 696 4
eye 11 49 EEN_MATCH_MATCH 013 3 4 0 444 0 0 28 32 1262 0 4 82 40 1262 0 4 82 34 1262 0 4 82 2 40 1510 5 0 1510 5
eye 11 49 EEN_MATCH_MATCH 013 3 5 0 178 0 0 40 14 320 0 2 14 36 320 0 2 14 36 320 0 2 14 2 36 652 3 0 652 3
eye 11 49 EEN_MATCH_MATCH 013 3 6 0 178 0 0 36 24 424 0 2 24 14 424 0 2 24 14 424 0 2 24 2 14 400 2 0 400 2
eye 11 49 EEN_MATCH_MATCH 013 3 8 0 170 0 0 14 24 346 0 2 24 22 346 0 2 24 22 346 0 2 24 2 22 674 4 0 674 4
eye 11 49 EEN_MATCH_MATCH 013 3 9 0 258 0 1 22 58 1950 0 8 184 58 258 0 1 0 58 258 0 1 0 1 58 258 1 0 258 1
eye 11 49 GEEN_MIS_MATCH 030 4 1 0 308 0 0 0 18 522 0 2 18 26 522 0 2 18 26 522 0 2 18 2 26 504 2 0 504 2
eye 11 49 GEEN_MIS_MATCH 030 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 466 2 0 466 2
eye 11 49 GEEN_MIS_MATCH 030 4 3 0 172 0 0 26 24 476 0 2 24 30 476 0 2 24 30 476 0 2 24 2 30 754 4 0 754 4
eye 11 49 GEEN_MIS_MATCH 030 4 4 0 252 0 0 30 20 960 0 4 84 44 530 0 2 20 44 530 0 2 20 1 44 836 3 0 836 3
eye 11 49 GEEN_MIS_MATCH 030 4 5 0 294 0 2 28 32 294 0 1 0 32 294 0 1 0 32 294 0 1 0 2 32 294 1 0 294 1
eye 11 49 GEEN_MIS_MATCH 030 4 6 0 188 0 2 32 18 188 0 1 0 18 188 0 1 0 18 188 0 1 0 2 18 472 2 0 472 2
eye 11 49 GEEN_MIS_MATCH 030 4 8 0 386 0 1 18 18 2026 0 7 152 36 880 0 3 18 36 386 0 1 0 1 18 862 3 0 862 3
eye 11 49 GEEN_MIS_MATCH 030 4 9 0 134 0 0 36 0 134 0 1 0 0 134 0 1 0 0 134 0 1 0 2 0 134 1 0 134 1
eye 11 49 EEN_MATCH_MATCH 021 5 1 0 294 0 2 0 28 294 0 1 0 28 294 0 1 0 28 294 0 1 0 2 28 500 2 0 500 2
eye 11 49 EEN_MATCH_MATCH 021 5 2 0 316 0 1 28 20 542 0 2 20 20 316 0 1 0 20 316 0 1 0 1 20 316 1 0 316 1
eye 11 49 EEN_MATCH_MATCH 021 5 3 0 238 0 0 22 18 990 0 2 18 30 990 0 2 18 30 990 0 2 18 2 30 1064 3 0 1064 3
eye 11 49 EEN_MATCH_MATCH 021 5 5 0 142 0 0 30 20 420 0 2 20 40 420 0 2 20 20 420 0 2 20 2 40 400 2 0 400 2
eye 11 49 EEN_MATCH_MATCH 021 5 6 0 136 0 2 40 24 136 0 1 0 24 136 0 1 0 24 136 0 1 0 2 24 136 1 0 136 1
eye 11 49 EEN_MATCH_MATCH 021 5 8 0 174 0 0 24 20 318 0 2 20 28 318 0 2 20 28 318 0 2 20 2 28 716 3 0 716 3
eye 11 49 EEN_MATCH_MATCH 021 5 9 0 364 0 1 28 38 934 0 3 60 38 364 0 1 0 38 364 0 1 0 1 38 364 1 0 364 1
eye 11 49 EEN_MIS_MIS 020 6 1 0 534 0 2 0 26 534 0 1 0 26 534 0 1 0 26 534 0 1 0 2 26 1330 4 0 1330 4
eye 11 49 EEN_MIS_MIS 020 6 2 0 196 0 2 26 24 196 0 1 0 24 196 0 1 0 24 196 0 1 0 2 24 380 2 0 380 2
eye 11 49 EEN_MIS_MIS 020 6 3 0 330 0 2 24 28 330 0 1 0 28 330 0 1 0 28 330 0 1 0 2 28 542 2 0 542 2
eye 11 49 EEN_MIS_MIS 020 6 5 0 280 0 0 28 48 880 0 4 90 24 880 0 4 90 18 880 0 4 90 2 24 938 5 0 938 5
eye 11 49 EEN_MIS_MIS 020 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 434 2 0 434 2
eye 11 49 EEN_MIS_MIS 020 6 8 0 234 0 2 24 34 234 0 1 0 34 234 0 1 0 34 234 0 1 0 2 34 626 3 0 626 3
eye 11 49 EEN_MIS_MIS 020 6 9 0 232 0 1 34 28 2632 0 11 234 28 232 0 1 0 28 232 0 1 0 1 28 232 1 0 232 1
eye 11 49 EEN_MATCH_MATCH 005 7 1 0 406 0 0 0 16 616 0 2 16 34 616 0 2 16 34 616 0 2 16 2 34 1078 4 0 1078 4
eye 11 49 EEN_MATCH_MATCH 005 7 2 0 224 0 2 34 20 224 0 1 0 20 224 0 1 0 20 224 0 1 0 2 20 444 2 0 444 2
eye 11 49 EEN_MATCH_MATCH 005 7 3 0 238 0 2 20 28 238 0 1 0 28 238 0 1 0 28 238 0 1 0 2 28 472 2 0 472 2
eye 11 49 EEN_MATCH_MATCH 005 7 4 0 434 0 0 28 56 730 6 2 56 152 730 6 2 56 152 730 6 2 56 2 152 1272 4 1 1032 3
eye 11 49 EEN_MATCH_MATCH 005 7 5 0 172 1 0 152 28 548 1 2 28 32 548 1 2 28 32 548 1 2 28 2 32 1188 4 1 1016 3
eye 11 49 EEN_MATCH_MATCH 005 7 6 0 174 0 0 32 18 374 0 2 18 30 374 0 2 18 30 374 0 2 18 2 30 476 3 0 476 3
eye 11 49 EEN_MATCH_MATCH 005 7 8 0 438 0 1 30 64 3276 0 11 388 60 570 0 2 0 64 438 0 1 0 1 64 570 2 0 570 2
eye 11 49 EEN_MATCH_MATCH 005 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 EEN_MIS_MIS 004 8 1 0 260 0 2 0 26 260 0 1 0 26 260 0 1 0 26 260 0 1 0 2 26 772 3 0 772 3
eye 11 49 EEN_MIS_MIS 004 8 2 0 80 2 0 26 138 612 2 3 158 20 392 2 2 138 20 392 2 2 138 1 20 254 2 2 0 0
eye 11 49 EEN_MIS_MIS 004 8 3 0 232 0 0 28 18 1206 0 4 54 22 1206 0 4 54 18 1206 0 4 54 2 22 1670 7 0 1670 7
eye 11 49 EEN_MIS_MIS 004 8 5 0 122 0 0 22 42 418 6 3 58 134 418 6 3 58 16 418 6 3 58 2 134 528 4 1 424 3
eye 11 49 EEN_MIS_MIS 004 8 6 0 248 1 2 134 28 248 3 1 0 28 248 3 1 0 28 248 3 1 0 2 28 868 4 1 620 3
eye 11 49 EEN_MIS_MIS 004 8 8 0 176 0 0 28 28 2860 0 12 284 0 986 0 4 28 28 474 0 2 28 1 28 958 4 0 958 4
eye 11 49 EEN_MIS_MIS 004 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 EEN_MIS_MATCH 002 9 1 0 434 0 2 0 28 434 0 1 0 28 434 0 1 0 28 434 0 1 0 2 28 1248 3 0 1248 3
eye 11 49 EEN_MIS_MATCH 002 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 532 2 0 532 2
eye 11 49 EEN_MIS_MATCH 002 9 3 0 256 0 1 28 18 1250 0 5 98 16 688 0 3 34 16 256 0 1 0 1 18 1028 5 0 1028 5
eye 11 49 EEN_MIS_MATCH 002 9 5 0 120 0 0 16 44 588 0 3 60 38 588 0 3 60 16 588 0 3 60 2 38 1324 6 0 1324 6
eye 11 49 EEN_MIS_MATCH 002 9 6 0 176 0 0 38 16 676 0 2 16 30 676 0 2 16 30 676 0 2 16 2 30 836 3 0 836 3
eye 11 49 EEN_MIS_MATCH 002 9 8 0 528 0 2 30 14 528 0 1 0 14 528 0 1 0 14 528 0 1 0 2 14 840 3 0 840 3
eye 11 49 EEN_MIS_MATCH 002 9 9 0 406 0 0 14 24 3802 0 13 296 0 1024 0 3 24 28 754 0 2 24 1 28 1000 3 0 1000 3
eye 11 49 EEN_MATCH_MIS 019 10 1 0 596 0 2 0 22 596 0 1 0 22 596 0 1 0 22 596 0 1 0 2 22 806 2 0 806 2
eye 11 49 EEN_MATCH_MIS 019 10 2 0 172 0 1 22 22 404 0 2 22 22 172 0 1 0 22 172 0 1 0 1 22 304 2 0 304 2
eye 11 49 EEN_MATCH_MIS 019 10 3 0 214 0 0 28 14 428 0 2 14 26 428 0 2 14 26 428 0 2 14 2 26 574 3 0 574 3
eye 11 49 EEN_MATCH_MIS 019 10 5 0 160 0 0 26 20 788 2 4 178 36 788 2 4 178 20 788 2 4 178 2 36 610 4 2 320 2
eye 11 49 EEN_MATCH_MIS 019 10 6 0 216 0 2 36 26 216 0 1 0 26 216 0 1 0 26 216 0 1 0 2 26 216 1 0 216 1
eye 11 49 EEN_MATCH_MIS 019 10 8 0 104 0 0 26 34 1400 0 6 146 44 1042 0 4 80 30 1042 0 4 80 1 44 962 4 0 962 4
eye 11 49 EEN_MATCH_MIS 019 10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 GEEN_MIS_MATCH 014 11 1 0 482 0 0 0 22 958 2 3 172 20 958 2 3 172 20 958 2 3 172 2 20 1196 5 2 892 3
eye 11 49 GEEN_MIS_MATCH 014 11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 GEEN_MIS_MATCH 014 11 3 0 240 0 0 20 22 602 0 3 42 32 602 0 3 42 32 602 0 3 42 2 32 1198 6 0 1198 6
eye 11 49 GEEN_MIS_MATCH 014 11 4 0 242 0 0 32 18 1632 0 7 176 42 656 0 3 32 42 656 0 3 32 1 42 998 5 0 998 5
eye 11 49 GEEN_MIS_MATCH 014 11 5 0 148 0 0 30 18 556 0 3 48 28 556 0 3 48 28 556 0 3 48 2 28 1264 6 0 1264 6
eye 11 49 GEEN_MIS_MATCH 014 11 6 0 116 0 2 28 22 116 0 1 0 22 116 0 1 0 22 116 0 1 0 2 22 406 2 0 406 2
eye 11 49 GEEN_MIS_MATCH 014 11 8 0 206 0 1 22 66 2506 0 10 248 20 636 0 3 14 66 206 0 1 0 1 66 622 3 0 622 3
eye 11 49 GEEN_MIS_MATCH 014 11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 GEEN_MIS_MIS 024 12 1 0 258 0 0 0 14 476 0 2 14 38 476 0 2 14 38 476 0 2 14 2 38 1804 7 0 1804 7
eye 11 49 GEEN_MIS_MIS 024 12 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 1 0 110 1
eye 11 49 GEEN_MIS_MIS 024 12 3 0 232 0 0 38 12 660 2 3 160 28 660 2 3 160 28 660 2 3 160 2 28 1792 9 4 1308 5
eye 11 49 GEEN_MIS_MIS 024 12 4 0 168 0 0 28 24 1732 2 8 300 38 886 0 4 46 22 758 0 3 46 1 56 1302 6 0 1302 6
eye 11 49 GEEN_MIS_MIS 024 12 5 0 168 0 0 38 18 474 0 2 18 28 474 0 2 18 18 474 0 2 18 2 28 456 2 0 456 2
eye 11 49 GEEN_MIS_MIS 024 12 6 0 154 0 0 28 20 390 0 2 20 20 390 0 2 20 20 390 0 2 20 2 20 912 4 0 912 4
eye 11 49 GEEN_MIS_MIS 024 12 8 0 242 0 1 20 36 4678 0 15 440 0 1082 0 3 0 32 242 0 1 0 1 36 1082 3 0 1082 3
eye 11 49 GEEN_MIS_MIS 024 12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 49 GEEN_MATCH_MATCH 017 13 1 0 300 2 0 0 142 878 2 3 160 30 878 2 3 160 30 878 2 3 160 2 30 934 4 2 378 2
eye 11 49 GEEN_MATCH_MATCH 017 13 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160 1 0 160 1
eye 11 49 GEEN_MATCH_MATCH 017 13 3 0 194 0 2 30 24 194 0 1 0 24 194 0 1 0 24 194 0 1 0 2 24 1106 4 0 1106 4
eye 11 49 GEEN_MATCH_MATCH 017 13 4 0 338 0 1 24 22 1810 0 7 156 22 1082 0 4 18 22 338 0 1 0 1 22 1346 5 0 1346 5
eye 11 49 GEEN_MATCH_MATCH 017 13 5 0 132 0 0 22 82 596 0 3 100 24 596 0 3 100 24 596 0 3 100 2 24 496 3 0 496 3
eye 11 49 GEEN_MATCH_MATCH 017 13 6 0 188 0 2 24 20 188 0 1 0 20 188 0 1 0 20 188 0 1 0 2 20 188 1 0 188 1
