expname blocknr subjectnr cond item pagenr code code2 ffdur ffqual ffbck ffin ffout rpdur rpqual rpcnt rpsacc rpout tgdur tgqual tgcnt tgsacc tgout gdur gqual gcnt gsacc gbck gout totfixdur totfixcnt NumFixQualNot0 totfixQual0dur totfixQual0cnt
eye 51 37 EEN_MATCH_MIS 031 9 4 0 96 2 1 22 120 1754 2 8 346 22 478 2 3 0 120 96 6 1 0 1 120 478 3 2 154 1
eye 51 37 EEN_MATCH_MIS 031 9 5 0 188 0 0 22 54 590 0 3 72 34 590 0 3 72 18 590 0 3 72 2 34 1028 5 0 1028 5
eye 51 37 EEN_MATCH_MIS 031 9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 210 1 0 210 1
eye 51 37 EEN_MATCH_MIS 031 9 8 0 164 0 2 34 26 164 0 1 0 26 164 0 1 0 26 164 0 1 0 2 26 400 3 0 400 3
eye 51 37 EEN_MATCH_MIS 031 9 9 0 216 0 0 26 24 4342 0 18 494 0 2246 0 10 168 28 1382 0 6 108 1 54 2078 10 0 2078 10
eye 51 37 EEN_MATCH_MIS 023 10 1 0 266 0 2 0 20 266 2 1 0 20 266 2 1 0 20 266 2 1 0 2 20 478 2 1 266 1
eye 51 37 EEN_MATCH_MIS 023 10 2 0 160 0 2 20 22 160 0 1 0 22 160 0 1 0 22 160 0 1 0 2 22 324 2 0 324 2
eye 51 37 EEN_MATCH_MIS 023 10 3 0 304 0 2 22 22 304 0 1 0 22 304 0 1 0 22 304 0 1 0 2 22 996 3 0 996 3
eye 51 37 EEN_MATCH_MIS 023 10 5 0 238 0 1 22 28 860 0 4 62 34 408 0 2 0 34 238 0 1 0 1 28 1016 5 0 1016 5
eye 51 37 EEN_MATCH_MIS 023 10 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 592 4 1 496 3
eye 51 37 EEN_MATCH_MIS 023 10 8 0 230 0 0 34 20 3894 2 16 546 0 1532 2 7 62 108 358 6 2 20 1 108 1470 7 2 1152 5
eye 51 37 EEN_MATCH_MIS 023 10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 EEN_MATCH_MATCH 009 11 1 0 286 0 2 0 26 286 0 1 0 26 286 0 1 0 26 286 0 1 0 2 26 286 1 0 286 1
eye 51 37 EEN_MATCH_MATCH 009 11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 1 0 180 1
eye 51 37 EEN_MATCH_MATCH 009 11 3 0 200 0 0 26 16 570 2 3 30 20 570 2 3 30 20 570 2 3 30 2 20 1344 7 1 1204 6
eye 51 37 EEN_MATCH_MATCH 009 11 4 0 196 0 0 20 28 426 6 2 28 150 426 6 2 28 150 426 6 2 28 2 150 1482 7 1 1280 6
eye 51 37 EEN_MATCH_MATCH 009 11 5 0 128 1 0 150 14 608 1 3 36 28 608 1 3 36 28 608 1 3 36 2 28 1128 6 1 1000 5
eye 51 37 EEN_MATCH_MATCH 009 11 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 352 3 0 352 3
eye 51 37 EEN_MATCH_MATCH 009 11 8 0 260 0 1 28 22 1176 0 6 102 14 638 0 3 22 14 260 0 1 0 1 22 1304 6 0 1304 6
eye 51 37 EEN_MATCH_MATCH 009 11 9 0 114 2 1 14 120 4006 2 18 578 54 222 2 2 0 120 114 6 1 0 1 120 222 2 1 108 1
eye 51 37 GEEN_MIS_MATCH 018 12 1 0 236 0 2 0 28 236 0 1 0 28 236 0 1 0 28 236 0 1 0 2 28 236 1 0 236 1
eye 51 37 GEEN_MIS_MATCH 018 12 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MIS_MATCH 018 12 3 0 236 0 0 28 18 1142 2 5 160 26 1142 2 5 160 108 1142 2 5 160 2 26 1046 6 2 654 4
eye 51 37 GEEN_MIS_MATCH 018 12 4 0 164 0 0 26 12 436 0 3 32 50 436 0 3 32 50 436 0 3 32 2 50 404 3 0 404 3
eye 51 37 GEEN_MIS_MATCH 018 12 5 0 132 0 0 50 16 332 0 2 16 26 332 0 2 16 16 332 0 2 16 2 26 316 2 0 316 2
eye 51 37 GEEN_MIS_MATCH 018 12 6 0 166 0 2 26 22 166 0 1 0 22 166 0 1 0 22 166 0 1 0 2 22 166 1 0 166 1
eye 51 37 GEEN_MIS_MATCH 018 12 8 0 214 0 2 22 28 214 0 1 0 28 214 0 1 0 28 214 0 1 0 2 28 1030 5 0 1030 5
eye 51 37 GEEN_MIS_MATCH 018 12 9 0 112 0 0 28 22 1358 0 7 170 46 330 0 2 22 46 330 0 2 22 1 46 308 2 0 308 2
eye 51 37 EEN_MIS_MIS 016 13 1 0 240 0 2 0 24 240 0 1 0 24 240 0 1 0 24 240 0 1 0 2 24 428 2 0 428 2
eye 51 37 EEN_MIS_MIS 016 13 2 0 172 0 2 24 22 172 0 1 0 22 172 0 1 0 22 172 0 1 0 2 22 172 1 0 172 1
eye 51 37 EEN_MIS_MIS 016 13 3 0 148 0 1 22 28 750 0 3 54 22 508 0 2 0 28 148 0 1 0 1 28 508 2 0 508 2
eye 51 37 EEN_MIS_MIS 016 13 4 0 88 2 0 22 128 402 2 2 128 34 402 2 2 128 34 402 2 2 128 2 34 274 2 2 0 0
eye 51 37 EEN_MIS_MIS 016 13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 EEN_MIS_MIS 016 13 6 0 132 0 0 34 10 418 0 2 10 32 418 0 2 10 32 418 0 2 10 2 32 800 4 0 800 4
eye 51 37 EEN_MIS_MIS 016 13 8 0 140 0 0 32 18 1524 2 7 122 18 1056 2 5 46 18 290 2 2 18 1 12 1534 7 1 1196 6
eye 51 37 EEN_MIS_MIS 016 13 9 0 82 2 1 18 120 756 2 3 150 120 82 2 1 0 120 82 6 1 0 1 120 82 1 1 0 0
eye 51 37 GEEN_MIS_MIS 012 14 1 0 274 0 0 0 20 384 0 2 20 24 384 0 2 20 24 384 0 2 20 2 24 538 3 0 538 3
eye 51 37 GEEN_MIS_MIS 012 14 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 154 1 0 154 1
eye 51 37 GEEN_MIS_MIS 012 14 3 0 230 0 2 24 26 230 0 1 0 26 230 0 1 0 26 230 0 1 0 2 26 960 3 0 960 3
eye 51 37 GEEN_MIS_MIS 012 14 4 0 160 0 0 26 20 2114 0 9 218 26 876 0 5 38 36 324 0 2 20 1 36 1234 7 0 1234 7
eye 51 37 GEEN_MIS_MIS 012 14 5 0 172 0 0 26 64 494 0 2 64 22 494 0 2 64 22 494 0 2 64 2 22 430 2 0 430 2
eye 51 37 GEEN_MIS_MIS 012 14 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MIS_MIS 012 14 8 0 306 0 2 22 30 306 0 1 0 30 306 0 1 0 30 306 0 1 0 2 30 666 2 0 666 2
eye 51 37 GEEN_MIS_MIS 012 14 9 0 178 0 0 30 14 2202 0 9 188 0 1324 0 6 66 0 366 0 2 14 1 22 1258 6 0 1258 6
eye 51 37 EEN_MIS_MATCH 006 15 1 0 248 0 2 0 24 248 0 1 0 24 248 0 1 0 24 248 0 1 0 2 24 420 2 0 420 2
eye 51 37 EEN_MIS_MATCH 006 15 2 0 178 0 1 24 20 370 0 2 20 20 178 0 1 0 20 178 0 1 0 1 20 352 2 0 352 2
eye 51 37 EEN_MIS_MATCH 006 15 3 0 166 0 2 24 26 166 0 1 0 26 166 0 1 0 26 166 0 1 0 2 26 326 2 0 326 2
eye 51 37 EEN_MIS_MATCH 006 15 4 0 160 0 0 26 20 1338 2 6 222 54 906 2 4 124 44 342 2 2 20 1 44 782 4 2 322 2
eye 51 37 EEN_MIS_MATCH 006 15 5 0 148 0 0 54 10 634 0 3 30 22 634 0 3 30 10 634 0 3 30 2 22 604 3 0 604 3
eye 51 37 EEN_MIS_MATCH 006 15 6 0 202 0 2 22 22 202 0 1 0 22 202 0 1 0 22 202 0 1 0 2 22 774 3 0 774 3
eye 51 37 EEN_MIS_MATCH 006 15 8 0 188 0 0 22 22 1834 0 7 122 20 1196 0 5 56 30 368 0 2 22 1 30 1140 5 0 1140 5
eye 51 37 EEN_MIS_MATCH 006 15 9 0 210 0 0 20 0 210 0 1 0 0 210 0 1 0 0 210 0 1 0 2 0 210 1 0 210 1
eye 51 37 GEEN_MATCH_MIS 019 16 1 0 252 0 2 0 24 252 0 1 0 24 252 0 1 0 24 252 0 1 0 2 24 252 1 0 252 1
eye 51 37 GEEN_MATCH_MIS 019 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MATCH_MIS 019 16 3 0 162 0 0 24 18 656 0 3 34 20 656 0 3 34 16 656 0 3 34 2 20 1082 5 0 1082 5
eye 51 37 GEEN_MATCH_MIS 019 16 5 0 224 0 2 20 28 224 0 1 0 28 224 0 1 0 28 224 0 1 0 2 28 608 3 0 608 3
eye 51 37 GEEN_MATCH_MIS 019 16 6 0 278 0 2 28 26 278 0 1 0 26 278 0 1 0 26 278 0 1 0 2 26 470 2 0 470 2
eye 51 37 GEEN_MATCH_MIS 019 16 8 0 142 0 0 26 22 2656 2 13 450 54 1466 2 8 296 130 838 2 5 266 1 22 1170 8 3 864 5
eye 51 37 GEEN_MATCH_MIS 019 16 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MIS_MATCH 002 17 1 0 642 0 2 0 28 642 0 1 0 28 642 0 1 0 28 642 0 1 0 2 28 796 2 0 796 2
eye 51 37 GEEN_MIS_MATCH 002 17 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 348 2 0 348 2
eye 51 37 GEEN_MIS_MATCH 002 17 3 0 306 0 0 28 18 1062 2 3 138 20 1062 2 3 138 18 1062 2 3 138 2 20 1988 9 3 1244 6
eye 51 37 GEEN_MIS_MATCH 002 17 5 0 68 2 0 20 166 776 2 4 216 32 776 2 4 216 32 776 2 4 216 2 32 784 5 2 514 3
eye 51 37 GEEN_MIS_MATCH 002 17 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 752 3 0 752 3
eye 51 37 GEEN_MIS_MATCH 002 17 8 0 204 0 2 32 24 204 2 1 0 24 204 2 1 0 24 204 2 1 0 2 24 1244 6 1 1044 5
eye 51 37 GEEN_MIS_MATCH 002 17 9 0 180 0 1 24 34 5286 2 22 556 32 1164 0 4 16 48 180 0 1 0 1 34 1148 4 0 1148 4
eye 51 37 GEEN_MIS_MIS 028 18 1 0 244 0 0 0 20 480 0 2 20 24 480 0 2 20 24 480 0 2 20 2 24 460 2 0 460 2
eye 51 37 GEEN_MIS_MIS 028 18 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 208 1 0 208 1
eye 51 37 GEEN_MIS_MIS 028 18 3 0 94 2 0 24 116 476 6 3 132 222 476 6 3 132 16 476 6 3 132 2 222 588 4 3 244 1
eye 51 37 GEEN_MIS_MIS 028 18 5 0 218 1 2 222 28 218 3 1 0 28 218 3 1 0 28 218 3 1 0 2 28 218 1 1 0 0
eye 51 37 GEEN_MIS_MIS 028 18 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 622 2 0 622 2
eye 51 37 GEEN_MIS_MIS 028 18 8 0 176 0 0 28 26 358 0 2 26 18 358 0 2 26 18 358 0 2 26 2 18 690 4 0 690 4
eye 51 37 GEEN_MIS_MIS 028 18 9 0 180 0 0 18 20 2776 0 11 202 0 1196 0 5 54 44 344 0 2 20 1 44 1142 5 0 1142 5
eye 51 37 EEN_MIS_MIS 024 19 1 0 264 0 0 0 20 378 0 2 20 22 378 0 2 20 22 378 0 2 20 2 22 934 4 0 934 4
eye 51 37 EEN_MIS_MIS 024 19 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 EEN_MIS_MIS 024 19 3 0 156 2 0 22 98 352 2 2 98 22 352 2 2 98 22 352 2 2 98 2 22 938 6 4 502 2
eye 51 37 EEN_MIS_MIS 024 19 4 0 144 2 0 22 142 938 2 4 198 58 938 2 4 198 58 938 2 4 198 2 58 1984 8 2 1618 6
eye 51 37 EEN_MIS_MIS 024 19 5 0 164 0 0 58 18 372 0 2 18 24 372 0 2 18 18 372 0 2 18 2 24 354 2 0 354 2
eye 51 37 EEN_MIS_MIS 024 19 6 0 92 0 2 24 24 92 0 1 0 24 92 0 1 0 24 92 0 1 0 2 24 92 1 0 92 1
eye 51 37 EEN_MIS_MIS 024 19 8 0 206 0 2 24 22 206 0 1 0 22 206 0 1 0 22 206 0 1 0 2 22 946 4 0 946 4
eye 51 37 EEN_MIS_MIS 024 19 9 0 206 0 1 22 24 4292 2 16 462 46 586 0 3 0 24 206 0 1 0 1 24 586 3 0 586 3
eye 51 37 EEN_MIS_MATCH 030 20 1 0 282 0 2 0 22 282 0 1 0 22 282 0 1 0 22 282 0 1 0 2 22 676 3 0 676 3
eye 51 37 EEN_MIS_MATCH 030 20 2 0 126 0 2 22 20 126 0 1 0 20 126 0 1 0 20 126 0 1 0 2 20 126 1 0 126 1
eye 51 37 EEN_MIS_MATCH 030 20 3 0 186 0 0 20 14 404 2 2 14 28 404 2 2 14 28 404 2 2 14 2 28 1100 5 1 970 4
eye 51 37 EEN_MIS_MATCH 030 20 4 0 362 0 0 28 12 518 0 2 12 48 518 0 2 12 48 518 0 2 12 2 48 872 3 0 872 3
eye 51 37 EEN_MIS_MATCH 030 20 5 0 128 0 0 48 14 414 0 2 14 28 414 0 2 14 14 414 0 2 14 2 28 400 2 0 400 2
eye 51 37 EEN_MIS_MATCH 030 20 6 0 180 0 2 28 20 180 0 1 0 20 180 0 1 0 20 180 0 1 0 2 20 224 2 0 224 2
eye 51 37 EEN_MIS_MATCH 030 20 8 0 154 0 0 20 18 606 0 3 30 22 606 0 3 30 22 606 0 3 30 2 22 728 4 0 728 4
eye 51 37 EEN_MIS_MATCH 030 20 9 0 80 2 1 22 160 2416 2 10 358 24 392 2 2 0 160 80 6 1 0 1 160 392 2 1 312 1
eye 51 37 EEN_MATCH_MIS 007 21 1 0 252 0 2 0 24 252 0 1 0 24 252 0 1 0 24 252 0 1 0 2 24 252 1 0 252 1
eye 51 37 EEN_MATCH_MIS 007 21 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 EEN_MATCH_MIS 007 21 3 0 340 0 2 24 24 340 0 1 0 24 340 0 1 0 24 340 0 1 0 2 24 340 1 0 340 1
eye 51 37 EEN_MATCH_MIS 007 21 4 0 160 2 2 24 200 160 6 1 0 200 160 6 1 0 200 160 6 1 0 2 200 402 2 1 242 1
eye 51 37 EEN_MATCH_MIS 007 21 5 0 76 1 1 200 14 966 1 4 86 28 688 1 3 50 28 76 1 1 0 1 14 1234 6 1 1158 5
eye 51 37 EEN_MATCH_MIS 007 21 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 462 3 0 462 3
eye 51 37 EEN_MATCH_MIS 007 21 8 0 182 0 1 28 18 580 0 3 52 18 364 0 2 0 18 182 0 1 0 1 18 1034 5 0 1034 5
eye 51 37 EEN_MATCH_MIS 007 21 9 0 110 0 1 18 30 2292 0 10 220 18 508 0 2 0 30 110 0 1 0 1 30 508 2 0 508 2
eye 51 37 EEN_MATCH_MATCH 017 22 1 0 266 0 0 0 20 460 0 2 20 22 460 0 2 20 22 460 0 2 20 2 22 440 2 0 440 2
eye 51 37 EEN_MATCH_MATCH 017 22 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 EEN_MATCH_MATCH 017 22 3 0 174 0 2 22 20 174 0 1 0 20 174 0 1 0 20 174 0 1 0 2 20 174 1 0 174 1
eye 51 37 EEN_MATCH_MATCH 017 22 4 0 188 0 0 20 20 632 6 3 48 90 632 6 3 48 90 632 6 3 48 2 90 762 4 1 512 3
eye 51 37 EEN_MATCH_MATCH 017 22 5 0 138 1 0 158 62 548 1 3 80 28 548 1 3 80 28 548 1 3 80 2 28 468 3 1 330 2
eye 51 37 EEN_MATCH_MATCH 017 22 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 264 1 0 264 1
eye 51 37 EEN_MATCH_MATCH 017 22 8 0 160 0 1 28 22 556 0 3 44 26 248 0 2 0 26 160 0 1 0 1 22 248 2 0 248 2
eye 51 37 EEN_MATCH_MATCH 017 22 9 0 236 0 0 26 32 1304 0 5 92 20 1106 0 4 72 22 1106 0 4 72 1 20 1034 4 0 1034 4
eye 51 37 GEEN_MIS_MATCH 010 23 1 0 248 0 0 0 22 438 0 2 22 20 438 0 2 22 20 438 0 2 22 2 20 416 2 0 416 2
eye 51 37 GEEN_MIS_MATCH 010 23 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 192 1 0 192 1
eye 51 37 GEEN_MIS_MATCH 010 23 3 0 372 0 0 20 20 1048 2 4 62 24 814 2 3 20 28 626 2 2 20 1 28 1214 5 1 1004 4
eye 51 37 GEEN_MIS_MATCH 010 23 5 0 150 0 0 24 46 532 0 2 46 22 532 0 2 46 22 532 0 2 46 2 22 486 2 0 486 2
eye 51 37 GEEN_MIS_MATCH 010 23 6 0 194 0 2 22 24 194 0 1 0 24 194 0 1 0 24 194 0 1 0 2 24 194 1 0 194 1
eye 51 37 GEEN_MIS_MATCH 010 23 8 0 162 0 0 24 20 1196 0 5 80 14 1196 0 5 80 14 1196 0 5 80 2 14 1116 5 0 1116 5
eye 51 37 GEEN_MIS_MATCH 010 23 9 0 166 0 0 14 24 1722 2 8 290 0 1092 2 6 80 18 664 2 3 42 1 32 1012 6 1 858 5
eye 51 37 EEN_MIS_MATCH 022 24 1 0 260 0 2 0 24 260 2 1 0 24 260 2 1 0 24 260 2 1 0 2 24 316 2 1 260 1
eye 51 37 EEN_MIS_MATCH 022 24 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 116 1 0 116 1
eye 51 37 EEN_MIS_MATCH 022 24 3 0 146 0 1 24 18 1048 2 5 270 32 620 2 3 14 14 146 2 1 0 1 18 606 3 1 412 2
eye 51 37 EEN_MIS_MATCH 022 24 4 0 250 0 0 32 18 968 2 5 176 22 968 2 5 176 22 968 2 5 176 2 22 792 5 2 584 3
eye 51 37 EEN_MIS_MATCH 022 24 5 0 182 0 2 22 52 182 0 1 0 52 182 0 1 0 52 182 0 1 0 2 52 512 2 0 512 2
eye 51 37 EEN_MIS_MATCH 022 24 6 0 112 0 1 52 18 460 0 2 18 18 112 0 1 0 18 112 0 1 0 1 18 112 1 0 112 1
eye 51 37 EEN_MIS_MATCH 022 24 8 0 316 0 2 24 26 316 0 1 0 26 316 0 1 0 26 316 0 1 0 2 26 316 1 0 316 1
eye 51 37 EEN_MIS_MATCH 022 24 9 0 154 0 0 26 20 1016 0 5 92 0 1016 0 5 92 22 1016 0 5 92 2 0 924 5 0 924 5
eye 51 37 GEEN_MATCH_MATCH 005 25 1 0 282 0 0 0 20 498 0 2 20 22 498 0 2 20 22 498 0 2 20 2 22 674 3 0 674 3
eye 51 37 GEEN_MATCH_MATCH 005 25 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 676 3 0 676 3
eye 51 37 GEEN_MATCH_MATCH 005 25 3 0 248 0 0 22 24 1086 0 5 78 24 902 0 4 46 22 724 0 3 46 1 12 1162 6 0 1162 6
eye 51 37 GEEN_MATCH_MATCH 005 25 4 0 154 0 0 24 20 2702 6 11 248 154 1538 2 6 110 154 670 2 3 32 1 36 1472 7 2 1210 5
eye 51 37 GEEN_MATCH_MATCH 005 25 5 0 420 1 0 154 18 1090 1 4 54 22 1090 1 4 54 14 1090 1 4 54 2 22 1530 6 1 1110 5
eye 51 37 GEEN_MATCH_MATCH 005 25 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 388 2 0 388 2
eye 51 37 GEEN_MATCH_MATCH 005 25 8 0 240 0 0 22 22 2158 2 9 418 40 836 2 4 22 230 392 2 2 22 1 24 814 4 1 504 3
eye 51 37 GEEN_MATCH_MATCH 005 25 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MIS_MATCH 026 26 1 0 274 0 0 0 18 416 0 2 18 22 416 0 2 18 22 416 0 2 18 2 22 850 4 0 850 4
eye 51 37 GEEN_MIS_MATCH 026 26 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 290 2 0 290 2
eye 51 37 GEEN_MIS_MATCH 026 26 3 0 334 0 1 22 10 800 0 3 32 22 604 0 2 0 22 334 0 1 0 1 10 1444 5 0 1444 5
eye 51 37 GEEN_MIS_MATCH 026 26 4 0 138 0 0 22 20 1940 2 8 430 24 1524 2 7 390 22 528 2 3 42 1 16 1642 10 2 1436 8
eye 51 37 GEEN_MIS_MATCH 026 26 5 0 250 0 0 24 64 810 0 3 76 20 810 0 3 76 12 810 0 3 76 2 20 1502 7 0 1502 7
eye 51 37 GEEN_MIS_MATCH 026 26 6 0 192 0 2 20 22 192 0 1 0 22 192 0 1 0 22 192 0 1 0 2 22 192 1 0 192 1
eye 51 37 GEEN_MIS_MATCH 026 26 8 0 172 0 0 22 18 332 0 2 18 28 332 0 2 18 28 332 0 2 18 2 28 800 5 0 800 5
eye 51 37 GEEN_MIS_MATCH 026 26 9 0 262 0 0 28 18 4208 0 20 508 0 958 0 5 62 22 904 0 4 62 1 22 896 5 0 896 5
eye 51 37 GEEN_MIS_MIS 004 27 1 0 90 0 0 0 14 296 0 2 14 26 296 0 2 14 26 296 0 2 14 2 26 402 3 0 402 3
eye 51 37 GEEN_MIS_MIS 004 27 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MIS_MIS 004 27 3 0 168 0 0 26 14 632 0 3 34 28 632 0 3 34 20 632 0 3 34 2 28 778 4 0 778 4
eye 51 37 GEEN_MIS_MIS 004 27 5 0 270 0 0 28 42 510 0 2 42 22 510 0 2 42 22 510 0 2 42 2 22 738 3 0 738 3
eye 51 37 GEEN_MIS_MIS 004 27 6 0 170 0 2 22 20 170 0 1 0 20 170 0 1 0 20 170 0 1 0 2 20 352 2 0 352 2
eye 51 37 GEEN_MIS_MIS 004 27 8 0 194 0 1 20 30 1912 2 8 328 22 1390 2 6 258 14 194 2 1 0 1 30 1132 6 4 394 2
eye 51 37 GEEN_MIS_MIS 004 27 9 0 334 0 1 22 44 700 0 3 66 44 334 0 1 0 44 334 0 1 0 1 44 334 1 0 334 1
eye 51 37 EEN_MIS_MIS 032 28 1 0 250 0 2 0 32 250 0 1 0 32 250 0 1 0 32 250 0 1 0 2 32 1112 4 0 1112 4
eye 51 37 EEN_MIS_MIS 032 28 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140 1 0 140 1
eye 51 37 EEN_MIS_MIS 032 28 3 0 166 0 0 32 20 1646 0 7 128 30 940 0 5 40 28 298 0 2 20 1 28 900 5 0 900 5
eye 51 37 EEN_MIS_MIS 032 28 4 0 166 0 0 30 16 694 2 4 156 48 694 2 4 156 18 694 2 4 156 2 48 668 5 2 452 3
eye 51 37 EEN_MIS_MIS 032 28 5 0 458 0 2 48 24 458 0 1 0 24 458 0 1 0 24 458 0 1 0 2 24 868 3 0 868 3
eye 51 37 EEN_MIS_MIS 032 28 6 0 170 0 1 24 22 1346 2 7 224 24 854 2 5 142 16 170 2 1 0 1 22 712 5 2 556 3
eye 51 37 EEN_MIS_MIS 032 28 8 0 182 0 0 24 18 420 0 2 18 22 420 0 2 18 22 420 0 2 18 2 22 402 2 0 402 2
eye 51 37 EEN_MIS_MIS 032 28 9 0 202 0 1 22 12 800 0 4 84 12 202 0 1 0 12 202 0 1 0 1 12 202 1 0 202 1
eye 51 37 GEEN_MATCH_MATCH 021 29 1 0 246 0 2 0 24 246 2 1 0 24 246 2 1 0 24 246 2 1 0 2 24 2102 8 2 1974 6
eye 51 37 GEEN_MATCH_MATCH 021 29 2 0 138 0 1 24 18 766 2 4 160 18 138 2 1 0 18 138 2 1 0 1 18 420 3 1 304 2
eye 51 37 GEEN_MATCH_MATCH 021 29 3 0 206 0 1 36 14 646 2 3 34 28 446 2 2 0 28 206 2 1 0 1 14 1270 7 2 1108 5
eye 51 37 GEEN_MATCH_MATCH 021 29 5 0 246 0 2 28 22 246 0 1 0 22 246 0 1 0 22 246 0 1 0 2 22 378 2 0 378 2
eye 51 37 GEEN_MATCH_MATCH 021 29 6 0 184 0 2 22 22 184 0 1 0 22 184 0 1 0 22 184 0 1 0 2 22 184 1 0 184 1
eye 51 37 GEEN_MATCH_MATCH 021 29 8 0 168 0 2 22 24 168 2 1 0 24 168 2 1 0 24 168 2 1 0 2 24 1134 6 1 936 5
eye 51 37 GEEN_MATCH_MATCH 021 29 9 0 256 0 1 24 22 5766 2 20 902 52 1450 2 4 12 112 256 2 1 0 1 22 1438 4 1 1318 3
eye 51 37 GEEN_MATCH_MIS 003 30 1 0 298 0 2 0 26 298 0 1 0 26 298 0 1 0 26 298 0 1 0 2 26 298 1 0 298 1
eye 51 37 GEEN_MATCH_MIS 003 30 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MATCH_MIS 003 30 3 0 308 0 0 26 20 888 0 4 68 24 888 0 4 68 24 888 0 4 68 2 24 820 4 0 820 4
eye 51 37 GEEN_MATCH_MIS 003 30 4 0 304 0 0 24 18 466 0 2 18 50 466 0 2 18 50 466 0 2 18 2 50 566 3 0 566 3
eye 51 37 GEEN_MATCH_MIS 003 30 5 0 80 0 1 50 20 874 0 4 128 28 642 0 3 14 14 80 0 1 0 1 20 628 3 0 628 3
eye 51 37 GEEN_MATCH_MIS 003 30 6 0 166 0 2 28 20 166 0 1 0 20 166 0 1 0 20 166 0 1 0 2 20 222 2 0 222 2
eye 51 37 GEEN_MATCH_MIS 003 30 8 0 396 0 1 20 26 478 0 2 26 26 396 0 1 0 26 396 0 1 0 1 26 396 1 0 396 1
eye 51 37 GEEN_MATCH_MIS 003 30 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 51 37 GEEN_MATCH_MIS 011 31 1 0 274 0 2 0 26 274 0 1 0 26 274 0 1 0 26 274 0 1 0 2 26 274 1 0 274 1
eye 51 37 GEEN_MATCH_MIS 011 31 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 272 1 0 272 1
eye 51 37 GEEN_MATCH_MIS 011 31 3 0 166 0 0 26 10 356 0 2 10 22 356 0 2 10 22 356 0 2 10 2 22 704 3 0 704 3
eye 51 37 GEEN_MATCH_MIS 011 31 5 0 350 0 0 22 40 1428 0 3 82 32 1428 0 3 82 42 1428 0 3 82 2 32 1346 3 0 1346 3
